GS,GWlb,GW
525.21,295778.47,132.0443824
524.9,295775.84,132.0432083
524.74,295773.63,132.0422216
524.47,295771.44,132.041244
524.33,295769.16,132.0402261
524.08,295766.81,132.039177
523.93,295764.31,132.0380609
523.76,295761.53,132.0368198
523.65,295758.88,132.0356368
523.47,295756.5,132.0345743
523.34,295753.81,132.0333734
523.15,295751.41,132.032302
523.03,295748.88,132.0311725
522.84,295746.28,132.0300118
522.7,295743.72,132.0288689
522.41,295741.09,132.0276948
522.41,295738.22,132.0264136
522.29,295735.03,132.0249894
522.29,295732.5,132.02386
522.27,295729.47,132.0225073
522.28,295726.28,132.0210832
522.31,295723.38,132.0197885
522.33,295720.34,132.0184314
522.4,295717.31,132.0170787
522.41,295714.31,132.0157394
522.46,295711.31,132.0144001
522.48,295708.31,132.0130608
522.55,295705.38,132.0117528
522.54,295702.28,132.0103689
522.55,295699.03,132.008918
522.56,295696.41,132.0077483
522.56,295693.66,132.0065206
522.56,295690.75,132.0052215
522.56,295687.81,132.003909
522.56,295684.91,132.0026144
522.56,295682.03,132.0013287
522.59,295679.13,132.000034
522.58,295676.22,131.9987349
522.58,295673.06,131.9973242
522.58,295670.38,131.9961277
522.59,295667.22,131.994717
522.56,295664.63,131.9935608
522.59,295661.75,131.9922751
522.59,295658.91,131.9910072
522.58,295656.06,131.9897349
522.59,295653.06,131.9883956
522.6,295649.84,131.9869581
522.59,295647.5,131.9859134
522.59,295644.63,131.9846322
522.63,295641.78,131.9833598
522.64,295638.63,131.9819536
522.63,295636.03,131.9807929
522.65,295633.16,131.9795116
522.65,295630.28,131.9782259
522.64,295627.16,131.976833
522.69,295624.5,131.9756455
522.7,295621.59,131.9743464
522.65,295618.72,131.9730652
522.67,295615.84,131.9717795
522.66,295613,131.9705116
522.62,295610.19,131.9692571
522.6,295606.78,131.9677348
522.6,295603.97,131.9664803
522.51,295601.16,131.9652259
522.51,295598.19,131.9639
522.45,295595,131.9624759
522.43,295592.69,131.9614446
522.41,295589.84,131.9601723
522.41,295587.03,131.9589178
522.35,295584.22,131.9576633
522.33,295580.81,131.956141
522.26,295577.44,131.9546365
522.24,295575.13,131.9536053
522.22,295572.25,131.9523196
522.17,295569.38,131.9510383
522.19,295566.53,131.949766
522.16,295563.66,131.9484847
522.15,295560.78,131.947199
522.14,295557.91,131.9459178
522.14,295554.81,131.9445338
522.14,295551.69,131.943141
522.11,295549.31,131.9420785
522.09,295546.47,131.9408106
522.08,295543.59,131.9395249
522.1,295540.75,131.938257
522.08,295537.31,131.9367213
522.08,295534.44,131.93544
522.08,295531.59,131.9341677
522.05,295528.72,131.9328865
522.08,295525.88,131.9316186
522.09,295523,131.9303329
522.09,295520.13,131.9290516
522.06,295517.06,131.9276811
522.03,295513.94,131.9262882
522.02,295511.5,131.9251989
522.01,295508.59,131.9238998
522.01,295505.69,131.9226052
522.05,295502.81,131.9213195
522.07,295499.91,131.9200248
522.06,295496.97,131.9187123
522.07,295494.06,131.9174132
522.07,295491,131.9160471
522.12,295487.78,131.9146096
522.15,295485.31,131.9135069
522.18,295482.38,131.9121989
522.23,295479.47,131.9108998
522.3,295476.56,131.9096007
522.36,295473.66,131.908306
522.41,295470.75,131.9070069
522.5,295467.81,131.9056944
522.55,295464.66,131.9042882
522.62,295461.41,131.9028373
522.62,295458.97,131.901748
522.64,295456,131.9004221
522.7,295456,131.9004221
522.71,295452.38,131.898806
522.7,295449.41,131.8974801
522.63,295446.44,131.8961542
522.51,295443.47,131.8948283
522.38,295440.5,131.8935024
522.24,295436.91,131.8918997
522.02,295434,131.8906006
521.85,295431,131.8892613
521.59,295428,131.887922
521.41,295424.38,131.886306
521.17,295420.72,131.884672
520.99,295417.72,131.8833327
520.59,295414.69,131.8819801
520.59,295411.63,131.880614
520.37,295408.63,131.8792747
520.21,295404.97,131.8776408
519.99,295401.72,131.8761899
519.88,295398.47,131.874739
519.65,295395.91,131.8735961
519.51,295392.88,131.8722434
519.25,295389.84,131.8708863
519.1,295386.81,131.8695336
518.87,295383.75,131.8681675
518.74,295380.75,131.8668282
518.53,295380.75,131.8668282
518.36,295376.34,131.8648595
518.17,295373.47,131.8635782
518,295370.44,131.8622255
517.67,295366.81,131.860605
517.67,295363.81,131.8592657
517.45,295360.19,131.8576496
517.3,295357.13,131.8562835
517.09,295354.09,131.8549264
516.93,295350.81,131.8534621
516.71,295347.44,131.8519576
516.55,295344.94,131.8508416
516.33,295341.91,131.8494889
516.21,295338.84,131.8481183
515.97,295335.19,131.8464889
515.83,295332.13,131.8451228
515.62,295332.13,131.8451228
515.49,295328.38,131.8434487
515.26,295325.34,131.8420915
515.1,295322.28,131.8407255
514.73,295319.22,131.8393594
514.73,295316.19,131.8380067
514.52,295313.13,131.8366406
514.37,295310.06,131.8352701
514.15,295306.47,131.8336674
514.01,295303.28,131.8322433
513.8,295300.03,131.8307924
513.65,295297.34,131.8295915
513.46,295294.31,131.8282388
513.36,295291.28,131.8268861
513.19,295288.22,131.8255201
513.13,295285.16,131.824154
513.07,295282.13,131.8228013
513.05,295279.06,131.8214308
513.12,295275.53,131.8198549
513.16,295272.66,131.8185736
513.33,295269.81,131.8173013
513.33,295266.81,131.815962
513.44,295263.75,131.8145959
513.5,295261.25,131.8134798
513.6,295258.44,131.8122254
513.61,295255.63,131.8109709
513.66,295252.81,131.809712
513.66,295250.03,131.8084709
513.67,295247.25,131.8072298
513.67,295244.5,131.8060021
513.64,295241.78,131.8047878
513.62,295238.5,131.8033236
513.57,295235.81,131.8021227
513.52,295233.16,131.8009396
513.43,295230.47,131.7997387
513.35,295227.81,131.7985512
513.13,295225.16,131.7973682
513.13,295222.5,131.7961807
513.02,295219.41,131.7948012
512.89,295216.78,131.7936271
512.77,295214.19,131.7924708
512.64,295211.59,131.7913101
512.52,295208.81,131.790069
512.4,295205.97,131.7888012
512.27,295203.75,131.7878101
512.18,295201.06,131.7866092
512.07,295198.38,131.7854128
512,295195.66,131.7841985
511.95,295195.66,131.7841985
511.87,295192.31,131.782703
511.81,295189.56,131.7814753
511.72,295186.78,131.7802342
511.66,295184,131.7789931
511.66,295181.19,131.7777387
511.59,295178.31,131.7764529
511.56,295175.22,131.7750735
511.54,295172.75,131.7739708
511.55,295169.81,131.7726583
511.49,295166.63,131.7712386
511.46,295163.81,131.7699797
511.44,295161,131.7687252
511.44,295158.19,131.7674708
511.44,295155.38,131.7662163
511.46,295152.56,131.7649574
511.49,295149.78,131.7637163
511.48,295146.97,131.7624618
511.45,295144.03,131.7611493
511.42,295141,131.7597966
511.37,295137.81,131.7583725
511.37,295134.75,131.7570064
511.33,295132.38,131.7559484
511.3,295129.56,131.7546895
511.27,295126.81,131.7534618
511.22,295124.03,131.7522207
511.14,295121.22,131.7509662
511.12,295118.44,131.7497252
511.05,295115.69,131.7484975
511.03,295112.38,131.7470198
511,295109.06,131.7455377
510.97,295109.06,131.7455377
510.97,295105.72,131.7440466
510.91,295102.59,131.7426493
510.87,295099.97,131.7414796
510.77,295097.38,131.7403234
510.62,295094.81,131.739176
510.62,295092.28,131.7380466
510.57,295089.81,131.7369439
510.49,295086.88,131.7356358
510.41,295083.97,131.7343367
510.35,295081.56,131.7332608
510.32,295079.22,131.7322162
510.26,295076.91,131.7311849
510.23,295074.16,131.7299572
510.15,295074.16,131.7299572
510.11,295071.38,131.7287162
510.08,295069.16,131.7277251
510.05,295066.69,131.7266224
510.03,295064.5,131.7256447
510.01,295062.63,131.7248099
509.99,295060.5,131.723859
510,295058.41,131.722926
510,295056.31,131.7219885
510.04,295054.28,131.7210822
510.04,295052.28,131.7201894
510.04,295050.25,131.7192831
510.09,295048.28,131.7184036
510.13,295046.34,131.7175376
510.12,295044.38,131.7166626
510.2,295042.44,131.7157965
510.22,295040.47,131.714917
510.3,295038.5,131.7140376
510.42,295036.56,131.7131715
510.44,295034.59,131.712292
510.51,295032.63,131.711417
510.51,295030.66,131.7105375
510.53,295028.72,131.7096715
510.54,295026.75,131.708792
510.54,295024.78,131.7079125
510.55,295022.78,131.7070197
510.51,295020.81,131.7061402
510.51,295018.88,131.7052786
510.31,295017.16,131.7045107
510.31,295015.63,131.7038277
510.13,295014.22,131.7031982
509.89,295012.94,131.7026268
509.33,295011.69,131.7020688
509.33,295010.78,131.7016625
508.71,295009.88,131.7012607
508.71,295009,131.7008679
508.5,295008,131.7004214
508.25,295007.03,131.6999884
508.16,295006.06,131.6995554
508.1,295004.69,131.6989438
508.1,295003.31,131.6983277
508.2,295002.19,131.6978277
508.28,295001.06,131.6973232
508.41,294999.81,131.6967652
508.49,294998.59,131.6962205
508.58,294997.25,131.6956223
508.66,294996.06,131.6950911
508.8,294995,131.6946179
508.89,294993.81,131.6940866
509.02,294992.59,131.693542
509.1,294991.38,131.6930018
509.28,294990.19,131.6924705
509.38,294988.97,131.6919259
509.56,294987.75,131.6913812
509.68,294986.41,131.690783
509.94,294985.31,131.6902919
509.94,294984.13,131.6897652
510.09,294982.91,131.6892205
510.2,294981.69,131.6886759
510.36,294980.44,131.6881178
510.48,294978.97,131.6874616
510.67,294977.66,131.6868768
510.82,294976.34,131.6862875
511.04,294975.03,131.6857026
511.19,294973.69,131.6851044
511.39,294972.34,131.6845017
511.5,294971.03,131.6839169
511.71,294969.72,131.6833321
511.85,294968.34,131.682716
512.03,294966.94,131.682091
512.15,294965.53,131.6814616
512.48,294964.41,131.6809616
512.48,294963.09,131.6803723
512.68,294961.75,131.6797741
512.84,294960.44,131.6791892
513.08,294959.09,131.6785865
513.27,294957.75,131.6779883
513.59,294956.44,131.6774035
513.76,294955.09,131.6768008
514.07,294953.75,131.6762026
514.27,294952.44,131.6756178
514.61,294951.13,131.675033
514.77,294949.66,131.6743767
515.02,294948.28,131.6737606
515.23,294946.72,131.6730642
515.61,294945.16,131.6723678
515.83,294943.66,131.6716981
516.39,294942.13,131.6710151
516.39,294940.59,131.6703276
516.6,294939.03,131.6696312
516.66,294937.56,131.6689749
516.63,294936.19,131.6683633
516.54,294934.81,131.6677472
516.3,294933.59,131.6672026
516.09,294932.25,131.6666044
515.74,294931.16,131.6661178
515.47,294929.94,131.6655731
515.03,294928.78,131.6650553
514.71,294927.75,131.6645954
514.14,294926.84,131.6641892
513.74,294925.94,131.6637874
513.09,294924.97,131.6633544
512.71,294924.16,131.6629927
511.61,294923.41,131.6626579
511.61,294922.69,131.6623365
510.89,294922.03,131.6620419
510.43,294921.38,131.6617517
509.66,294920.59,131.661399
509.18,294919.97,131.6611222
508.41,294919.28,131.6608142
507.9,294918.56,131.6604927
507.13,294917.88,131.6601892
506.59,294917.16,131.6598677
505.82,294916.47,131.6595597
505.29,294915.75,131.6592383
504.47,294915.06,131.6589302
503.9,294914.34,131.6586088
503.06,294913.63,131.6582918
502.57,294912.88,131.657957
501.28,294912.19,131.657649
501.28,294911.53,131.6573543
500.52,294910.84,131.6570463
499.99,294910.13,131.6567293
499.17,294909.47,131.6564347
498.62,294908.81,131.65614
497.86,294908.09,131.6558186
497.32,294907.44,131.6555284
496.47,294906.75,131.6552204
495.92,294906.06,131.6549124
495.1,294905.38,131.6546088
494.59,294904.66,131.6542874
493.79,294903.91,131.6539525
493.26,294903.31,131.6536847
492.54,294902.63,131.6533811
492.08,294901.97,131.6530865
491.06,294901.28,131.6527784
491.06,294900.59,131.6524704
490.52,294899.94,131.6521802
490.15,294899.25,131.6518722
489.68,294898.56,131.6515641
489.36,294897.88,131.6512606
488.95,294897.09,131.6509079
488.69,294896.31,131.6505597
488.34,294895.63,131.6502561
488.17,294894.53,131.649765
487.95,294893.63,131.6493632
487.82,294892.78,131.6489838
487.63,294891.91,131.6485954
487.52,294890.69,131.6480507
487.46,294889.22,131.6473945
487.45,294888.09,131.64689
487.27,294887,131.6464034
487.27,294885.84,131.6458856
487.06,294884.66,131.6453588
486.92,294883.47,131.6448275
486.61,294882.56,131.6444213
486.4,294881.56,131.6439748
486.08,294880.47,131.6434882
485.87,294879.41,131.643015
485.56,294878.31,131.6425239
485.35,294877.25,131.6420507
485.12,294876.22,131.6415909
484.93,294875.19,131.6411311
484.74,294874.09,131.64064
484.59,294872.94,131.6401266
484.45,294871.97,131.6396936
484.37,294870.97,131.6392471
484.16,294869.91,131.6387739
484.16,294868.84,131.6382962
484.08,294867.81,131.6378364
484.06,294866.75,131.6373632
484,294865.69,131.63689
483.96,294864.63,131.6364168
483.92,294863.56,131.6359391
483.9,294862.53,131.6354793
483.87,294861.34,131.634948
483.79,294860.41,131.6345328
483.75,294859.38,131.634073
483.7,294858.31,131.6335953
483.63,294857.25,131.6331221
483.58,294856.19,131.6326489
483.5,294855.16,131.6321891
483.43,294854.09,131.6317114
483.21,294853.03,131.6312382
483.21,294851.94,131.6307516
483.06,294850.78,131.6302337
482.95,294849.81,131.6298007
482.8,294848.78,131.6293409
482.7,294847.75,131.628881
482.55,294846.69,131.6284078
482.46,294845.63,131.6279346
482.28,294844.56,131.6274569
482.18,294843.5,131.6269837
482.05,294842.47,131.6265239
481.91,294841.5,131.6260908
481.71,294840.34,131.625573
481.57,294839.44,131.6251712
481.35,294838.56,131.6247783
481.18,294837.75,131.6244167
480.63,294837,131.6240819
480.63,294836.19,131.6237203
480.3,294835.31,131.6233274
480.13,294834.5,131.6229658
479.85,294833.69,131.6226042
479.66,294832.91,131.622256
479.45,294832.13,131.6219078
479.32,294831.34,131.6215551
479.16,294830.5,131.6211801
479.06,294829.63,131.6207917
478.93,294828.91,131.6204703
478.88,294828.09,131.6201042
478.87,294826.94,131.6195908
478.89,294825.91,131.619131
478.92,294824.97,131.6187114
478.95,294824.06,131.6183051
478.88,294823.13,131.6178899
478.88,294822.16,131.6174569
478.84,294821.19,131.6170239
478.76,294820.22,131.6165908
478.63,294819.25,131.6161578
478.5,294818.16,131.6156712
478.34,294817.31,131.6152917
478.25,294816.34,131.6148587
478.1,294815.38,131.6144301
478.01,294814.44,131.6140104
477.85,294813.47,131.6135774
477.69,294812.63,131.6132024
477.46,294811.72,131.6127962
477.32,294810.78,131.6123765
477.11,294809.84,131.6119569
476.97,294808.97,131.6115685
476.66,294808.06,131.6111622
476.66,294807.16,131.6107604
476.49,294806.25,131.6103542
476.42,294805.34,131.6099479
476.3,294804.44,131.6095461
476.27,294803.53,131.6091399
476.24,294802.66,131.6087515
476.23,294801.75,131.6083453
476.19,294800.84,131.607939
476.14,294799.94,131.6075372
476.12,294799.03,131.607131
476.08,294798.09,131.6067113
475.97,294797.13,131.6062827
475.99,294796.31,131.6059167
475.91,294795.41,131.6055149
475.83,294794.5,131.6051086
475.63,294793.59,131.6047024
475.63,294792.69,131.6043006
475.47,294791.78,131.6038943
475.36,294790.91,131.603506
475.23,294789.88,131.6030461
475.15,294789.06,131.6026801
474.97,294788.19,131.6022917
474.86,294787.28,131.6018854
474.64,294786.25,131.6014256
474.49,294785.34,131.6010193
474.24,294784.44,131.6006175
474.07,294783.53,131.6002113
473.77,294782.66,131.5998229
473.56,294781.75,131.5994167
473.19,294780.69,131.5989434
472.92,294779.78,131.5985372
472.15,294778.94,131.5981622
472.15,294778.03,131.5977559
471.65,294777.13,131.5973541
471.31,294776.22,131.5969479
470.76,294775.34,131.596555
470.42,294774.47,131.5961666
469.93,294773.56,131.5957604
469.55,294772.69,131.595372
469,294771.81,131.5949791
468.57,294771,131.5946175
467.95,294770.28,131.5942961
467.46,294769.53,131.5939613
466.74,294768.88,131.5936711
466.28,294768.19,131.5933631
465.59,294767.5,131.593055
465.08,294766.81,131.592747
463.88,294766.13,131.5924434
463.88,294765.41,131.592122
463.2,294764.72,131.5918139
462.74,294764.03,131.5915059
462.1,294763.31,131.5911845
461.67,294762.63,131.5908809
461.03,294761.84,131.5905282
460.65,294761.16,131.5902247
460.08,294760.56,131.5899568
459.73,294759.88,131.5896532
459.28,294759.19,131.5893452
458.96,294758.5,131.5890372
458.58,294757.81,131.5887291
458.32,294757.13,131.5884255
457.95,294756.44,131.5881175
457.72,294755.75,131.5878095
457.27,294755.06,131.5875014
457.27,294754.34,131.58718
457.01,294753.63,131.586863
456.85,294752.91,131.5865416
456.55,294752.34,131.5862871
456.34,294751.66,131.5859836
455.96,294750.97,131.5856755
455.76,294750.13,131.5853005
455.55,294748.72,131.5846711
455.41,294747.44,131.5840996
455.26,294746.34,131.5836086
455.1,294745.34,131.5831621
454.77,294744.25,131.5826755
454.44,294743.16,131.5821889
453.97,294742,131.5816711
453.62,294740.91,131.5811845
452.84,294740,131.5807782
452.84,294738.91,131.5802916
452.33,294737.81,131.5798005
451.98,294736.72,131.5793139
451.55,294735.63,131.5788273
451.21,294734.56,131.5783496
450.59,294733.47,131.577863
450.2,294732.34,131.5773585
449.51,294731.25,131.5768719
449.06,294730.13,131.5763719
448.39,294728.94,131.5758407
447.9,294727.81,131.5753362
447.15,294726.84,131.5749032
446.68,294725.75,131.5744166
445.99,294724.63,131.5739166
445.52,294723.53,131.5734255
444.47,294722.44,131.5729389
444.47,294721.31,131.5724344
443.81,294720.19,131.5719344
443.34,294719.09,131.5714433
442.7,294717.97,131.5709433
442.26,294716.88,131.5704567
441.61,294715.75,131.5699523
441.21,294714.66,131.5694657
440.58,294713.53,131.5689612
440.21,294712.41,131.5684612
439.59,294711.31,131.5679701
439.19,294710.19,131.5674701
438.52,294709.06,131.5669657
438.1,294707.94,131.5664657
437.53,294706.69,131.5659076
437.12,294705.72,131.5654746
436.14,294704.59,131.5649701
436.14,294703.47,131.5644701
435.57,294702.34,131.5639656
435.19,294701.22,131.5634656
434.66,294700.09,131.5629612
434.32,294698.97,131.5624612
433.9,294697.84,131.5619567
433.65,294696.72,131.5614567
433.33,294695.56,131.5609389
433.09,294694.44,131.5604388
432.77,294693.19,131.5598808
432.56,294692.06,131.5593763
432.25,294691.06,131.5589299
432.07,294689.94,131.5584299
431.77,294688.81,131.5579254
431.56,294687.66,131.5574121
431.01,294686.53,131.5569076
431.01,294685.41,131.5564076
430.61,294684.25,131.5558897
430.3,294683.13,131.5553897
429.81,294682,131.5548853
429.47,294680.84,131.5543674
428.93,294679.72,131.5538674
428.57,294678.56,131.5533495
428.02,294677.44,131.5528495
427.67,294676.28,131.5523317
427.08,294675.03,131.5517736
426.7,294673.88,131.5512602
426.1,294672.88,131.5508138
425.66,294671.72,131.550296
425.06,294670.59,131.5497915
424.69,294669.44,131.5492781
423.85,294668.28,131.5487602
423.85,294667.13,131.5482468
423.41,294666,131.5477424
423.1,294664.84,131.5472245
422.64,294663.69,131.5467111
422.33,294662.53,131.5461933
421.9,294661.38,131.5456799
421.58,294660.22,131.545162
421.13,294659.06,131.5446442
420.87,294657.91,131.5441308
420.4,294656.75,131.5436129
420.12,294655.53,131.5430683
419.6,294654.41,131.5425683
419.28,294653.25,131.5420504
418.8,294652.06,131.5415191
418.49,294650.91,131.5410058
417.62,294649.75,131.5404879
417.62,294648.59,131.53997
417.18,294647.44,131.5394566
416.94,294646.25,131.5389254
416.64,294645.09,131.5384075
416.45,294643.94,131.5378941
416.19,294642.75,131.5373629
416.05,294641.59,131.536845
415.86,294640.41,131.5363182
415.75,294639.25,131.5358004
415.59,294638.06,131.5352691
415.52,294636.91,131.5347557
415.42,294635.69,131.5342111
415.32,294634.5,131.5336798
415.15,294633.31,131.5331486
415.04,294632.03,131.5325772
414.79,294631,131.5321173
414.79,294629.84,131.5315995
414.59,294628.66,131.5310727
414.46,294627.47,131.5305414
414.25,294626.28,131.5300102
414.1,294625.09,131.5294789
413.83,294623.91,131.5289521
413.66,294622.72,131.5284209
413.36,294621.5,131.5278762
413.15,294620.19,131.5272914
412.84,294619,131.5267602
412.61,294617.81,131.5262289
412.37,294616.75,131.5257557
412.22,294615.56,131.5252245
411.94,294614.38,131.5246977
411.79,294613.16,131.524153
411.36,294611.97,131.5236218
411.36,294610.78,131.5230905
411.12,294609.56,131.5225459
410.99,294608.38,131.5220191
410.82,294607.16,131.5214744
410.68,294605.88,131.520903
410.51,294604.69,131.5203718
410.39,294603.5,131.5198405
410.2,294602.28,131.5192959
410.08,294601,131.5187244
409.95,294599.72,131.518153
409.82,294598.47,131.517595
409.71,294597.44,131.5171351
409.66,294596.22,131.5165905
409.56,294595,131.5160459
409.5,294593.78,131.5155012
409.39,294592.38,131.5148762
409.39,294590.97,131.5142467
409.39,294589.63,131.5136485
409.38,294588.31,131.5130592
409.43,294586.97,131.512461
409.44,294585.63,131.5118628
409.51,294584.28,131.5112601
409.52,294582.94,131.5106619
409.58,294581.63,131.5100771
409.63,294580.28,131.5094744
409.75,294579,131.508903
409.84,294577.69,131.5083181
409.98,294576.25,131.5076753
410.09,294574.94,131.5070905
410.15,294573.78,131.5065726
410.16,294572.5,131.5060012
410.23,294571.19,131.5054164
410.23,294569.88,131.5048315
410.18,294568.56,131.5042422
410.17,294567.28,131.5036708
410.16,294565.97,131.503086
410.08,294564.69,131.5025146
410,294563.38,131.5019297
409.94,294562.06,131.5013404
409.87,294560.78,131.500769
409.84,294559.47,131.5001842
409.78,294558.19,131.4996128
409.71,294556.88,131.4990279
409.61,294555.59,131.498452
409.56,294554.28,131.4978672
409.49,294552.97,131.4972824
409.45,294551.56,131.4966529
409.38,294550.41,131.4961395
409.38,294549.09,131.4955502
409.37,294547.81,131.4949788
409.4,294546.5,131.494394
409.46,294545.22,131.4938226
409.49,294543.91,131.4932377
409.6,294542.63,131.4926663
409.65,294541.31,131.492077
409.68,294540,131.4914922
409.71,294538.72,131.4909208
409.76,294537.41,131.4903359
409.78,294536.13,131.4897645
409.79,294534.84,131.4891886
409.73,294533.53,131.4886038
409.59,294532.13,131.4879788
409.52,294530.97,131.4874609
409.24,294529.69,131.4868895
409.24,294528.41,131.4863181
409.06,294527.13,131.4857466
408.91,294525.81,131.4851574
408.68,294524.53,131.4845859
408.56,294523.25,131.4840145
408.33,294521.97,131.4834431
408.2,294520.69,131.4828716
408.02,294519.41,131.4823002
407.91,294518.13,131.4817288
407.75,294516.81,131.4811395
407.63,294515.53,131.4805681
407.48,294514.22,131.4799832
407.41,294512.91,131.4793984
407.24,294511.5,131.4787689
407.1,294510.38,131.4782689
406.84,294509.06,131.4776797
406.84,294507.78,131.4771082
406.66,294506.47,131.4765234
406.56,294505.19,131.475952
406.4,294503.91,131.4753805
406.29,294502.56,131.4747779
406.14,294501.31,131.4742198
406.03,294500,131.473635
405.86,294498.72,131.4730636
405.72,294497.44,131.4724921
405.57,294496.16,131.4719207
405.47,294494.88,131.4713493
405.26,294493.56,131.47076
405.13,294492.28,131.4701886
404.88,294490.97,131.4696037
404.7,294489.69,131.4690323
404.28,294488.41,131.4684609
404.28,294487.13,131.4678894
403.98,294485.81,131.4673002
403.73,294484.53,131.4667287
403.36,294483.09,131.4660859
403.12,294481.97,131.4655859
402.71,294480.69,131.4650144
402.46,294479.41,131.464443
402.15,294478.13,131.4638716
401.9,294476.84,131.4632957
401.64,294475.56,131.4627243
401.47,294474.31,131.4621662
401.23,294473.28,131.4617064
401.04,294472.44,131.4613314
400.69,294471.69,131.4609966
400.43,294471.03,131.4607019
399.8,294470.44,131.4604385
399.8,294469.78,131.4601439
399.41,294469.09,131.4598358
399.21,294468.31,131.4594876
398.98,294467.72,131.4592242
398.81,294467,131.4589028
398.61,294466.28,131.4585814
398.49,294465.56,131.45826
398.37,294464.84,131.4579385
398.27,294464.13,131.4576216
398.13,294463.44,131.4573135
398.05,294462.72,131.4569921
397.9,294462,131.4566707
397.82,294461.25,131.4563358
397.65,294460.53,131.4560144
397.52,294459.91,131.4557376
397.27,294459.22,131.4554296
397.27,294458.53,131.4551215
397.11,294457.84,131.4548135
397.02,294457.13,131.4544965
396.85,294456.44,131.4541885
396.74,294455.72,131.4538671
396.57,294455.06,131.4535724
396.44,294454.34,131.453251
396.29,294453.66,131.4529474
396.15,294452.97,131.4526394
395.96,294452.25,131.452318
395.85,294451.47,131.4519698
395.68,294450.91,131.4517198
395.56,294450.19,131.4513983
395.39,294449.5,131.4510903
395.3,294448.81,131.4507822
395.08,294448.13,131.4504787
395.08,294447.44,131.4501706
394.97,294446.78,131.449876
394.86,294446.09,131.449568
394.73,294445.41,131.4492644
394.67,294444.72,131.4489563
394.52,294444.03,131.4486483
394.44,294443.38,131.4483581
394.31,294442.66,131.4480367
394.17,294442,131.4477421
393.98,294441.25,131.4474072
393.88,294440.53,131.4470858
393.7,294439.97,131.4468358
393.62,294439.31,131.4465412
393.47,294438.63,131.4462376
393.34,294437.97,131.4459429
393.04,294437.28,131.4456349
393.04,294436.63,131.4453447
392.88,294435.94,131.4450367
392.7,294435.25,131.4447287
392.54,294434.59,131.444434
392.36,294433.91,131.4441304
392.15,294433.25,131.4438358
392.01,294432.56,131.4435278
391.77,294431.88,131.4432242
391.62,294431.22,131.4429295
391.39,294430.47,131.4425947
391.26,294429.84,131.4423135
391.05,294429.28,131.4420635
390.89,294428.66,131.4417867
390.64,294428,131.441492
390.47,294427.38,131.4412153
390.04,294426.72,131.4409206
390.04,294426.06,131.440626
389.78,294425.44,131.4403492
389.63,294424.78,131.4400545
389.35,294424.16,131.4397777
389.15,294423.5,131.4394831
388.89,294422.84,131.4391885
388.73,294422.16,131.4388849
388.5,294421.59,131.4386304
388.35,294420.94,131.4383402
388.1,294420.28,131.4380456
387.92,294419.66,131.4377688
387.68,294419,131.4374742
387.5,294418.38,131.4371974
387.28,294417.75,131.4369161
387.11,294417.09,131.4366215
386.68,294416.47,131.4363447
386.68,294415.84,131.4360635
386.42,294415.19,131.4357733
386.26,294414.56,131.435492
386.02,294413.94,131.4352152
385.82,294413.28,131.4349206
385.59,294412.66,131.4346438
385.41,294412,131.4343492
385.14,294411.34,131.4340545
385,294410.72,131.4337777
384.69,294409.97,131.4334429
384.5,294409.44,131.4332063
384.23,294408.81,131.432925
384.04,294408.16,131.4326349
383.77,294407.5,131.4323402
383.62,294406.88,131.4320634
383.26,294406.22,131.4317688
383.26,294405.59,131.4314875
383.05,294404.94,131.4311974
382.93,294404.28,131.4309027
382.73,294403.66,131.4306259
382.63,294403,131.4303313
382.5,294402.34,131.4300366
382.38,294401.72,131.4297599
382.23,294401.03,131.4294518
382.14,294400.41,131.429175
382.04,294399.69,131.4288536
381.95,294399.13,131.4286036
381.83,294398.47,131.428309
381.72,294397.81,131.4280143
381.61,294397.19,131.4277375
381.53,294396.53,131.4274429
381.32,294395.91,131.4271661
381.32,294395.25,131.4268715
381.18,294394.59,131.4265768
381.1,294393.94,131.4262866
380.89,294393.31,131.4260054
380.73,294392.47,131.4256304
380.45,294391.34,131.4251259
380.28,294389.78,131.4244295
380.05,294388.31,131.4237732
379.96,294386.63,131.4230232
379.88,294385.13,131.4223536
379.82,294383.69,131.4217107
379.77,294382.16,131.4210277
379.72,294380.53,131.4203
379.7,294378.81,131.4195321
379.67,294377.03,131.4187375
379.63,294375.19,131.4179161
379.63,294373.28,131.4170634
379.63,294371.31,131.4161839
379.63,294369.25,131.4152643
379.7,294367.09,131.4143
379.7,294364.84,131.4132955
379.74,294362.5,131.4122509
379.76,294360.19,131.4112196
379.78,294357.84,131.4101705
379.8,294355.16,131.4089741
379.8,294353.09,131.40805
379.8,294350.63,131.4069518
379.78,294348.09,131.4058178
379.75,294345.53,131.404675
379.74,294342.91,131.4035053
379.76,294340.25,131.4023178
379.79,294337.53,131.4011035
379.79,294334.78,131.3998758
379.82,294331.94,131.398608
379.84,294329.06,131.3973223
379.91,294326.09,131.3959964
379.94,294323.09,131.3946571
380.02,294319.72,131.3931526
380.09,294317.16,131.3920097
380.16,294314.16,131.3906704
380.21,294311.13,131.3893178
380.27,294308.09,131.3879606
380.31,294305.09,131.3866213
380.37,294302.09,131.385282
380.38,294299.06,131.3839294
380.4,294296.09,131.3826035
380.39,294293.47,131.3814338
380.05,294291.22,131.3804293
380.05,294289.44,131.3796347
